API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015447290000,CORRAL FLY 35 26 FEDERAL COM,034H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3098.30,KB,3071.80,20705.00,10365.60,GAS,ACTIVE,1,130034645,COM,320767,2018-10-02,2019-03-15,H,10687.00,20541.00,9854.00,10836.55,9854.00,2019-03-01,2022-11-01,44,,,9203.00,4043.00,8133.00,24.00,FLOWING,2019-03-30,InitialPotentialTest,2019-03-30,InitialPotentialTest,104387.67,3,154984.00,3,78557.00,3,626.3260,3,10.59,15.73,7.97,823667.84,1818077.00,520655.00,2144982.00,3491.90,4.9420,4942.0070,19246.00,2632.00,15987.00,7312.31,1658.78,347634.50,546243.00,256594.00,722493.00,35.28,55.43,26.04,505111.50,913161.00,352918.00,1151740.00,3030.6690,51.26,92.67,35.81,303156.0000,40511.0000,239090.0000,PERMIAN BASIN,,NM,02,25S,29E,NENE,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1653420,-103.9508280,32.1950380,-103.9535502
30015447280000,CORRAL FLY 35 26 FEDERAL COM,033H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLF CAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3040.10,KB,3013.60,20990.00,10266.35,GAS,ACTIVE,1,130034664,COM,320767,2018-11-23,2019-04-22,H,11013.00,20889.00,9876.00,11096.25,9876.00,2019-04-01,2022-11-01,44,2019-04-01,2019-04-13,4948.00,2640.00,5464.00,24.00,FLOWING,2019-05-03,InitialPotentialTest,2019-05-03,InitialPotentialTest,83100.83,2,132335.00,2,61045.00,2,498.6050,2,8.41,13.40,6.18,723886.15,1706101.00,439536.00,2023660.00,3881.60,4.3433,4343.3170,15034.00,2542.00,13849.00,5914.24,2167.83,298346.83,506885.00,213866.00,600381.00,30.21,51.32,21.66,447660.17,889627.00,299389.00,1079215.00,2685.9610,45.33,90.08,30.31,208051.0000,34584.0000,207248.0000,PERMIAN BASIN,,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646280,-103.9602410,32.1949548,-103.9564252
30015447270000,CORRAL FLY 35 26 FEDERAL COM,032H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3039.60,KB,3013.10,20619.00,10260.82,GAS,ACTIVE,1,130034665,COM,320767,2018-11-19,2019-04-25,H,10617.00,20493.00,9876.00,11062.34,9876.00,2019-04-01,2022-11-01,44,,,7524.00,2691.00,5345.00,24.00,FLOWING,2019-05-12,InitialPotentialTest,2019-05-12,InitialPotentialTest,86526.33,2,146510.00,2,62108.00,2,519.1580,2,8.76,14.83,6.29,777570.49,1792377.00,478841.00,2000487.00,3743.16,4.6654,4665.4230,15073.00,2973.00,14347.00,5069.96,2358.96,321955.00,554796.00,229489.00,603666.00,32.60,56.18,23.24,468874.00,890568.00,320446.00,1016442.00,2813.2440,47.48,90.17,32.45,207303.0000,37933.0000,198195.0000,PERMIAN BASIN,Delaware Basin,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646280,-103.9603380,32.1950216,-103.9592873
30015447260000,CORRAL FLY 35 26 FEDERAL COM,031H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3040.20,KB,3013.70,20840.00,10239.37,GAS,ACTIVE,1,130034749,COM,320767,2018-11-18,2019-04-23,H,10851.00,20727.00,9876.00,11057.34,9876.00,2019-04-01,2022-11-01,44,,,6077.00,2685.00,4843.00,24.00,FLOWING,2019-06-12,InitialPotentialTest,2019-06-12,InitialPotentialTest,93874.67,2,165700.00,2,66258.00,2,563.2480,2,9.51,16.78,6.71,878535.99,1931772.00,556574.00,2066155.00,3470.83,5.2712,5271.2160,19077.00,4141.00,17175.00,4606.86,2500.83,355985.50,608145.00,254628.00,612473.00,36.05,61.58,25.78,532917.33,1013702.00,363967.00,1072832.00,3197.5040,53.96,102.64,36.85,237994.0000,48998.0000,231226.0000,PERMIAN BASIN,Delaware Basin,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646280,-103.9604350,32.1949857,-103.9621563
30015447050000,CORRAL FLY 35 26 FEDERAL COM,024H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRINGS,"BONE SPRING, EAST","BONE SPRING, EAST",3098.60,KB,3072.00,19671.00,9056.00,OIL,ACTIVE,1,130034621,COM,320767,2018-03-22,2018-08-02,H,9643.00,19519.00,9876.00,10681.46,9876.00,2018-08-01,2022-11-01,52,,,6675.00,4247.00,3437.00,24.00,FLOWING,2018-08-21,InitialPotentialTest,2018-08-21,InitialPotentialTest,99963.50,1,139553.00,6,83458.00,1,599.7810,1,10.12,14.13,8.45,919441.16,2154445.00,560367.00,1124907.00,3844.70,5.5166,5516.6470,17860.00,2423.00,7668.00,7371.03,1688.05,343664.33,477314.00,264112.00,201642.00,34.80,48.33,26.74,463372.67,707992.00,345374.00,396371.00,2780.2360,46.92,71.69,34.97,303926.0000,36348.0000,128828.0000,PERMIAN BASIN,,NM,02,25S,29E,NENE,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1656716,-103.9508242,32.1949313,-103.9536727
30015447040000,CORRAL FLY 35 26 FEDERAL COM,023H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING,"BONE SPRING, EAST","BONE SPRING, EAST",3045.00,KB,3018.50,19480.00,8949.30,OIL,ACTIVE,1,130034622,COM,320767,2018-04-01,2018-07-22,H,9463.00,19338.00,9875.00,11125.08,9875.00,2018-08-01,2022-11-01,52,,,6400.00,3683.00,4850.00,24.00,FLOWING,2018-08-09,InitialPotentialTest,2018-08-09,InitialPotentialTest,75988.67,3,120513.00,6,61214.00,3,455.9320,3,7.70,12.20,6.20,750521.36,1805180.00,449658.00,1196915.00,4014.56,4.5031,4503.1280,21136.00,1745.00,7960.00,12112.32,1427.60,333316.50,477045.00,253809.00,441186.00,33.75,48.31,25.70,453307.83,779045.00,323467.00,600531.00,2719.8470,45.90,78.89,32.76,234155.0000,21425.0000,114188.0000,PERMIAN BASIN,,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646280,-103.9594660,32.1950960,-103.9564026
30015447030000,CORRAL FLY 35 26 FEDERAL COM,022H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING,"BONE SPRING, EAST","BONE SPRING, EAST",3044.70,KB,3018.20,19410.00,8933.10,OIL,ACTIVE,1,130034735,COM,320767,2018-03-31,2018-07-20,H,9373.00,19248.00,9875.00,11101.74,9875.00,2018-08-01,2022-11-01,52,,,6600.00,3759.00,3245.00,24.00,FLOWING,2018-09-24,InitialPotentialTest,2018-09-24,InitialPotentialTest,85406.67,3,187390.00,9,68138.00,2,512.4400,3,8.65,18.98,6.90,915461.32,2454704.00,506344.00,1019826.00,4847.90,5.4928,5492.7680,20103.00,2327.00,6399.00,8639.02,1350.45,343865.50,515439.00,257959.00,334167.00,34.82,52.20,26.12,548089.83,1178777.00,351627.00,554128.00,3288.5390,55.50,119.37,35.61,293274.0000,27972.0000,91993.0000,PERMIAN BASIN,,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646280,-103.9595630,32.1951416,-103.9592165
30015447020000,CORRAL FLY 35 26 FEDERAL COM,021H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING,"BONE SPRING, EAST","BONE SPRING, EAST",3042.00,KB,3016.00,19584.00,8928.00,OIL,ACTIVE,1,130034598,COM,320767,2018-03-31,2018-07-20,H,9509.00,19389.00,9880.00,11086.00,9880.00,2018-08-01,2022-11-01,52,,,10229.00,6265.00,3447.00,24.00,FLOWING,2018-08-19,InitialPotentialTest,2018-08-19,InitialPotentialTest,144694.67,1,160989.00,9,120742.00,1,868.1680,1,14.65,16.29,12.22,1160819.67,2710954.00,708994.00,1144998.00,3823.66,6.9649,6964.9180,22598.00,2995.00,6535.00,7545.24,1581.60,507467.33,718592.00,387702.00,526865.00,51.36,72.73,39.24,718074.00,1321644.00,497800.00,702032.00,4308.4440,72.68,133.77,50.38,288154.0000,33284.0000,78183.0000,PERMIAN BASIN,,NM,02,25S,29E,NWNW,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1646277,-103.9596597,32.1950165,-103.9623018
30015446970000,DAVINCI 7 18 FEDERAL COM,009H,DAVINCI 7 18 FEDERAL COM,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3305.10,KB,3279.00,19984.00,9745.98,GAS,ACTIVE,1,130034641,COM,317791,2018-05-02,2018-10-12,H,10050.00,19945.00,9895.00,10705.06,9895.00,2018-10-01,2022-11-01,50,,,9941.00,809.00,3897.00,24.00,FLOWING,2018-10-18,InitialPotentialTest,2018-10-18,InitialPotentialTest,104274.00,4,433764.00,4,35348.00,3,625.6440,4,10.54,43.84,3.57,1614934.35,7366736.00,387145.00,2194045.00,19028.36,9.6896,9689.6060,65738.00,817.00,13196.00,80462.67,10577.83,488863.33,1988594.00,157431.00,662816.00,49.41,200.97,15.91,843977.50,3638853.00,237502.00,1147317.00,5063.8650,85.29,367.75,24.00,869024.0000,30483.0000,185396.0000,PERMIAN BASIN,Delaware Basin,NM,06,25S,27E,SWSW,,,,,,,,PLAINS MARKETING L.P.,HUNTER GAS GATHERING INC,45.900000,,32.1529100,-104.2345970,32.1235404,-104.2367156
30015446950000,DAVINCI 7 18 FEDERAL COM,029H,DAVINCI 7 18 FEDERAL COM,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3331.90,KB,3308.90,19312.00,9667.57,GAS,ACTIVE,1,130034591,COM,317791,2020-01-04,2020-05-03,H,9800.00,19220.00,9420.00,9934.90,9420.00,2020-05-01,2022-11-01,31,,,12671.00,1673.00,7506.00,24.00,GAS LIFT,2020-05-11,InitialPotentialTest,2020-05-11,InitialPotentialTest,116161.50,2,388159.00,3,52042.00,2,696.9690,2,12.33,41.21,5.52,1062025.18,4044817.00,387889.00,1713095.00,10427.77,6.3722,6372.1510,61921.00,1515.00,28461.00,40871.95,7392.43,500957.33,1769744.00,206000.00,774291.00,53.18,187.87,21.87,699213.67,2545342.00,274990.00,1084738.00,4195.2820,74.23,270.21,29.19,849623.0000,59992.0000,380586.0000,PERMIAN BASIN,,NM,07,25S,27E,NWNE,,,,,,,,PLAINS MARKETING L.P.,HUNTER GAS GATHERING INC,47.600000,,32.1507810,-104.2255110,32.1236414,-104.2219527
30015446940000,CRAWFORD 27 26 FEE,002H,CRAWFORD 27 26 FEE,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3373.00,KB,3349.00,18219.00,8756.29,GAS,ACTIVE,1,130034733,COM,320797,2018-06-15,2018-10-23,H,8749.00,18121.00,9372.00,9923.65,9372.00,2018-10-01,2022-11-01,50,,,2901.00,1741.00,2473.00,24.00,GAS LIFT,2018-11-13,InitialPotentialTest,2018-11-13,InitialPotentialTest,71886.17,3,117445.00,3,52312.00,3,431.3170,3,7.67,12.53,5.58,842472.01,2185242.00,478265.00,2194262.00,4569.10,5.0548,5054.8320,22039.00,2425.00,15930.00,9088.25,2578.94,276060.33,538772.00,186265.00,571732.00,29.46,57.49,19.87,447334.00,1007016.00,279498.00,981740.00,2684.0040,47.73,107.45,29.82,282599.0000,38363.0000,270839.0000,PERMIAN BASIN,Delaware Basin,NM,27,24S,26E,NWNW,,,,,,,,ORYX ENERGY CO,SENDERO CARLSBAD MIDSTREAM LLC,47.900000,,32.1934930,-104.2884560,32.1946028,-104.2564048
30015446930000,CRAWFORD 27 26 FEE,001H,CRAWFORD 27 26 FEE,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3375.00,KB,3349.00,19142.00,9572.57,GAS,ACTIVE,1,130034734,COM,320797,2018-06-27,2018-10-23,H,9249.00,19093.00,9844.00,9927.06,9844.00,2018-10-01,2022-11-01,50,,,9052.00,432.00,7136.00,24.00,FLOWING,2018-11-24,InitialPotentialTest,2018-11-24,InitialPotentialTest,72985.83,3,355271.00,3,13774.00,3,437.9150,3,7.41,36.09,1.40,857346.82,4509137.00,105824.00,1878846.00,42609.78,5.1441,5144.0810,46905.00,1146.00,13752.00,40929.32,19576.22,259182.67,1309648.00,40908.00,780104.00,26.33,133.04,4.16,386917.00,1984116.00,56231.00,1063439.00,2321.5020,39.30,201.56,5.71,636008.0000,12293.0000,172408.0000,PERMIAN BASIN,Delaware Basin,NM,27,24S,26E,NWNW,,,,,,,,ORYX ENERGY CO,SENDERO CARLSBAD MIDSTREAM LLC,47.900000,,32.1935480,-104.2884580,32.1944865,-104.2563882
30015446910000,CATAPULT 1 WA FEE,005H,CATAPULT 1 WA FEE,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),3242.00,KB,3217.00,14035.00,8912.79,GAS,ACTIVE,1,130034585,COM,324951,2018-11-25,2020-01-23,H,9405.00,13909.00,4504.00,5435.54,4504.00,2020-01-01,2022-11-01,35,2019-11-19,2019-11-29,2042.00,962.00,2654.00,24.00,GAS LIFT,2020-02-29,InitialPotentialTest,2020-02-29,InitialPotentialTest,24569.67,3,45688.00,3,17231.00,2,147.4180,3,5.46,10.14,3.83,249405.83,563099.00,155556.00,629807.00,3619.91,1.4964,1496.4350,9754.00,2174.00,8086.00,4486.66,2269.75,90352.83,181193.00,60154.00,269158.00,20.06,40.23,13.36,140425.00,299580.00,90495.00,387608.00,842.5500,31.18,66.51,20.09,133013.0000,29113.0000,114847.0000,PERMIAN BASIN,Delaware Basin,NM,36,22S,26E,SWSE,,,,,,,,TRAFIGURA AG,SENDERO CARLSBAD MIDSTREAM LLC,,,32.3420430,-104.2422560,32.3273156,-104.2452151
30015446900000,CATAPULT 1 WXY FEE,010H,CATAPULT 1 WXY FEE,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3242.00,KB,3217.00,13944.00,8836.77,GAS,ACTIVE,1,130034660,COM,324948,2018-11-26,2020-01-23,H,9303.00,13826.00,4523.00,5441.55,4523.00,2020-01-01,2022-11-01,35,2019-11-19,2019-11-29,1400.00,764.00,1880.00,24.00,GAS LIFT,2020-02-27,InitialPotentialTest,2020-02-27,InitialPotentialTest,16480.00,2,30203.00,3,12489.00,2,98.8800,2,3.64,6.68,2.76,147130.31,334490.00,91382.00,433145.00,3660.35,0.8828,882.7820,5336.00,970.00,5732.00,5501.03,1917.37,62902.00,119778.00,42939.00,192501.00,13.91,26.48,9.49,91123.00,185058.00,60280.00,269949.00,546.7380,20.15,40.91,13.33,74187.0000,13624.0000,79156.0000,PERMIAN BASIN,Delaware Basin,NM,36,22S,26E,SWSE,,,,,,,,TRAFIGURA AG,SENDERO CARLSBAD MIDSTREAM LLC,,,32.3420430,-104.2420620,32.3273477,-104.2387831
30015446840000,CORRAL FLY 35 26 FEDERAL COM,026H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRINGS,"BONE SPRING, EAST","BONE SPRING, EAST",3098.70,KB,3072.20,19313.00,9053.34,OIL,ACTIVE,1,130034658,COM,320767,2018-03-24,2018-08-02,H,9243.00,19169.00,9926.00,10751.71,9926.00,2018-08-01,2022-11-01,52,,,4031.00,3495.00,5238.00,24.00,FLOWING,2018-08-09,InitialPotentialTest,2018-08-09,InitialPotentialTest,88761.83,1,121138.00,6,72807.00,1,532.5710,1,8.94,12.20,7.33,895766.68,2010472.00,560688.00,993099.00,3585.72,5.3746,5374.6000,25049.00,2840.00,9435.00,8820.07,1588.02,332193.50,445431.00,257955.00,161397.00,33.47,44.88,25.99,470338.83,708311.00,352287.00,376469.00,2822.0330,47.38,71.36,35.49,309679.0000,36605.0000,123100.0000,PERMIAN BASIN,Delaware Basin,NM,02,25S,29E,NENE,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1656720,-103.9506300,32.1951307,-103.9478576
30015446830000,CORRAL FLY 35 26 FEDERAL COM,025H,CORRAL FLY 35 26 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRINGS,"BONE SPRING, EAST","BONE SPRING, EAST",3098.40,KB,3071.00,19376.00,9084.02,OIL,ACTIVE,1,130034581,COM,320767,2018-03-22,2018-08-02,H,9358.00,19234.00,9876.00,10643.74,9876.00,2018-08-01,2022-11-01,52,,,6016.00,3469.00,5232.00,24.00,FLOWING,2018-08-09,InitialPotentialTest,2018-08-09,InitialPotentialTest,89884.83,1,129062.00,6,73931.00,1,539.3090,1,9.10,13.07,7.49,967568.66,2252482.00,592155.00,1059063.00,3803.87,5.8054,5805.4120,23459.00,3118.00,10432.00,7523.73,1570.23,337218.50,446613.00,262783.00,191755.00,34.15,45.22,26.61,504182.83,798995.00,371017.00,464239.00,3025.0970,51.05,80.90,37.57,327926.0000,36822.0000,128723.0000,PERMIAN BASIN,Delaware Basin,NM,02,25S,29E,NENE,,,,,,,,CENTURION PIPELINE L.P.,"SOUTHERN UNION GAS SERVICES, LTD",,,32.1656720,-103.9507270,32.1949281,-103.9507829
30015446820000,DAVID EDELSTEIN STATE COM,203H,DAVID EDELSTEIN STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3104.63,KB EST,3081.63,19425.00,9292.12,GAS,ACTIVE,1,130034732,COM,320766,2018-03-11,2018-07-07,H,9653.00,19171.00,9518.00,10103.71,9518.00,2018-08-01,2022-10-01,51,2018-06-07,2018-06-07,3107.00,1860.00,6049.00,24.00,FLOWING,2018-07-25,InitialPotentialTest,2018-07-25,InitialPotentialTest,51325.67,1,64762.00,1,40532.00,1,307.9540,1,5.39,6.80,4.26,748285.83,1265489.00,537371.00,1970659.00,2354.96,4.4897,4489.7150,8554.00,3690.00,20591.00,2318.16,1764.40,165373.83,223277.00,128161.00,349082.00,17.37,23.46,13.47,338034.50,475827.00,258730.00,741111.00,2028.2070,35.52,49.99,27.18,74796.0000,36573.0000,343801.0000,PERMIAN BASIN,Delaware Basin,NM,12,24S,27E,NESE,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,45.300000,,32.2307850,-104.1365720,32.2309470,-104.1692444
30015446810000,SALT DRAW 10 STATE COM WCB,002H,SALT DRAW 10 STATE COM WCB,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP B,WOLFCAMP (GAS),WOLFCAMP (GAS),3005.60,KB,2974.60,15435.00,10740.36,GAS,ACTIVE,1,130034578,COM,332631,2018-04-30,2018-08-03,H,10790.00,15380.00,4590.00,4820.32,4590.00,2018-08-01,2022-10-01,48,,,5360.00,729.00,2082.00,24.00,FLOWING,2018-08-24,InitialPotentialTest,2018-08-24,InitialPotentialTest,44500.67,1,158098.00,1,18151.00,1,267.0040,1,9.70,34.44,3.95,411344.82,1427483.00,173431.00,567875.00,8230.84,2.4681,2468.0690,14722.00,1817.00,6956.00,8102.37,8592.64,151622.67,530032.00,63284.00,194885.00,33.03,115.48,13.79,210519.33,723308.00,89968.00,262186.00,1263.1160,45.86,157.58,19.60,140676.0000,15349.0000,75648.0000,PERMIAN BASIN,Delaware Basin,NM,10,25S,28E,NWNE,,,,,,,,ENTERPRISE CRUDE OIL LLC,"DCP OPERATING COMPANY, LP",54.000000,,32.1513000,-104.0710220,32.1382404,-104.0736495
30015446800000,MYOX 21 STATE COM,051H,MYOX 21 STATE COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP D,GAS,WOLFCAMP (GAS),3014.20,KB,2989.20,20068.00,10348.82,OIL,ACTIVE,1,130034614,COM,038521,2018-03-29,2018-12-22,H,10523.00,19801.00,9278.00,9775.73,9278.00,2018-12-01,2022-11-01,48,,,1198.00,130.00,2447.00,24.00,FLOWING,2018-12-22,InitialPotentialTest,2018-12-22,InitialPotentialTest,54197.33,3,183284.00,3,23650.00,3,325.1840,3,5.84,19.75,2.55,674512.15,2719939.00,221189.00,1589433.00,12296.90,4.0471,4047.0730,,67.00,6974.00,,6760.84,213200.00,737172.00,90338.00,371055.00,22.98,79.45,9.74,350510.17,1278175.00,137481.00,709533.00,2103.0610,37.78,137.76,14.82,167733.0000,3904.0000,117062.0000,PERMIAN BASIN,Delaware Basin,NM,21,25S,28E,SWSW,,,,,,,,CONOCOPHILLIPS COMPANY,ETC FIELD SERVICES LLC,,,32.1100240,-104.0978650,32.1368387,-104.0998987
30015446780000,JAMES RANCH UNIT DI2,194Y,JAMES RANCH UNIT DI2,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,LOS MEDANOS,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,ATOKA (GAS),BONE SPRING,3368.00,KB,3343.00,25800.00,10924.37,OIL,ACTIVE,1,130034727,COM,325557,2018-02-17,2019-03-29,H,12981.00,25647.00,12666.00,15148.49,12666.00,2019-04-01,2022-11-01,41,2018-12-29,2019-01-31,8664.00,4868.00,6974.00,24.00,FLOWING,2019-04-24,InitialPotentialTest,2019-04-24,InitialPotentialTest,185145.00,2,219888.00,2,148497.00,2,1110.8700,2,14.62,17.36,11.72,1729058.34,2917652.00,1242783.00,2214776.00,2347.68,10.3744,10374.3500,42057.00,10039.00,29100.00,4189.36,1480.76,510317.67,715030.00,391146.00,497104.00,40.29,56.45,30.88,866888.33,1255310.00,657670.00,875633.00,5201.3300,68.44,99.11,51.92,475264.0000,148789.0000,399963.0000,PERMIAN BASIN,,NM,25,22S,30E,NESW,,,,,,,,"XTO ENERGY, INC","XTO ENERGY, INC",44.900000,,32.3624940,-103.8366590,32.3585948,-103.8854998
