API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015448970000,POKER LAKE UNIT 18 BD,161H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,MULTIPLE,3185.00,KB,3163.00,19469.00,11582.70,OIL,ACTIVE,2,"130091424,130209380",MULTIPLE,MULTIPLE,2018-11-01,2020-01-31,H,12097.00,19322.00,7225.00,8131.22,7225.00,2020-01-01,2022-12-01,36,2019-04-26,2019-05-06,8964.00,857.00,1460.00,24.00,FLOWING,2020-03-11,InitialPotentialTest,2020-03-11,InitialPotentialTest,55827.50,4,220617.00,4,19058.00,4,334.9650,4,7.73,30.54,2.64,860789.83,3320777.00,307327.00,1656165.00,10805.35,5.1647,5164.7390,65711.00,4176.00,28375.00,15735.39,11591.21,241331.00,947484.00,83417.00,364817.00,33.40,131.14,11.55,388768.67,1420678.00,151989.00,717161.00,2332.6120,53.81,196.63,21.04,686489.0000,62392.0000,439559.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,SWNW,,,,,,,,MULTIPLE,MULTIPLE,,,32.1310960,-103.9277610,32.1087500,-103.9282733
30015448960000,POKER LAKE UNIT 18 BD,124H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3192.00,KB,3169.00,18620.00,10925.00,GAS,ACTIVE,1,130091275,COM,325593,2018-11-19,2019-07-18,H,11194.00,18374.00,7180.00,8211.03,7180.00,2019-08-01,2022-12-01,41,2019-06-11,2019-06-20,4958.00,2057.00,4776.00,24.00,GAS LIFT,2019-08-21,InitialPotentialTest,2019-08-21,InitialPotentialTest,46956.67,2,97966.00,2,30668.00,1,281.7400,2,6.54,13.64,4.27,514619.48,1510629.00,262848.00,776333.00,5747.16,3.0877,3087.7170,4666.00,1050.00,2307.00,4443.81,3198.47,184281.67,401494.00,117366.00,330123.00,25.67,55.92,16.35,251714.33,563048.00,157873.00,444512.00,1510.2860,35.06,78.42,21.99,194548.0000,28726.0000,110211.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,SENW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1310960,-103.9250947,32.1085964,-103.9271824
30015448950000,POKER LAKE UNIT 18 BD,154H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),3203.00,KB,3176.00,18657.00,,GAS,ACTIVE,1,130091276,COM,325593,2021-09-09,2022-03-09,H,,,,8195.98,7945.98,2022-04-01,2022-12-01,9,2022-02-28,2022-03-09,,,,,,,,,,35803.00,5,129696.00,4,18157.00,5,214.8180,5,4.51,16.32,2.29,235817.83,872087.00,90470.00,615930.00,9639.52,1.4149,1414.9070,98768.00,7276.00,48142.00,13574.49,7276.59,165421.83,586619.00,67652.00,457441.00,20.82,73.83,8.51,,,,,,,,,,,,PERMIAN BASIN,,NM,18,25S,30E,SENW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1310960,-103.9226560,32.1085941,-103.9239361
30015448940000,POKER LAKE UNIT 18 BD,122H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3191.00,KB EST,3168.00,18807.00,10928.92,GAS,ACTIVE,1,130091255,COM,325593,2018-09-22,2019-07-26,H,11414.00,18669.00,7255.00,8214.84,7255.00,2019-08-01,2022-12-01,41,,,4148.00,1849.00,4807.00,24.00,FLOWING,2019-08-27,InitialPotentialTest,2019-08-27,InitialPotentialTest,64187.00,2,144006.00,2,40186.00,2,385.1220,2,8.85,19.85,5.54,704230.33,1952042.00,378890.00,1108705.00,5152.00,4.2254,4225.3820,14619.00,3117.00,11784.00,4690.09,3583.49,275258.33,632432.00,169853.00,452738.00,37.94,87.17,23.41,385329.67,884458.00,237920.00,633126.00,2311.9780,53.11,121.91,32.79,224589.0000,41459.0000,171289.0000,PERMIAN BASIN,,NM,18,25S,30E,SWNW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1310960,-103.9252890,32.1085273,-103.9261321
30015448930000,POKER LAKE UNIT 18 BD,121H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3185.00,KB,3163.00,18740.00,10832.50,GAS,ACTIVE,1,130091361,COM,325593,2018-12-20,2019-07-17,H,11285.00,18588.00,7303.00,8152.59,7303.00,2019-07-01,2022-12-01,42,,,7307.00,1782.00,4549.00,24.00,GAS LIFT,2019-08-27,InitialPotentialTest,2019-08-27,InitialPotentialTest,79174.33,2,214136.00,2,43485.00,2,475.0460,2,10.84,29.32,5.95,882980.03,2579130.00,453125.00,1435031.00,5691.87,5.2979,5297.8800,18425.00,3773.00,12636.00,4883.38,4924.36,322016.67,901666.00,171739.00,504313.00,44.09,123.47,23.52,500742.17,1397905.00,267758.00,773521.00,3004.4530,68.57,191.42,36.66,272330.0000,52561.0000,210486.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,SWNW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1310962,-103.9276626,32.1086927,-103.9282461
30015448920000,POKER LAKE UNIT 18 BD,104H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3195.86,KB EST,3172.86,18517.00,10678.30,GAS,ACTIVE,1,130091264,COM,325593,2018-12-06,2019-07-27,H,11179.00,18381.00,7202.00,8186.73,7202.00,2019-08-01,2022-12-01,41,,,1223.00,1491.00,2905.00,24.00,FLOWING,2019-08-29,InitialPotentialTest,2019-08-29,InitialPotentialTest,44053.17,2,93661.00,2,28443.00,2,264.3190,2,6.12,13.00,3.95,598775.83,1403525.00,364855.00,1796101.00,3846.80,3.5927,3592.6550,23954.00,5737.00,25495.00,4175.35,3292.94,183375.17,381157.00,119849.00,575695.00,25.46,52.92,16.64,287045.00,585462.00,189468.00,908216.00,1722.2700,39.86,81.29,26.31,207642.0000,61973.0000,319455.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,SENW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1307824,-103.9220132,32.1084510,-103.9187555
30015448910000,POKER LAKE UNIT 18 BD,103H,POKER LAKE UNIT 18 BD,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3191.00,KB,3168.00,18319.00,10673.58,GAS,ACTIVE,1,130091360,COM,325593,2018-10-31,2019-07-26,H,11110.00,18150.00,7040.00,8133.95,7040.00,2019-08-01,2022-12-01,41,,,2621.00,1018.00,2248.00,24.00,GAS LIFT,2019-09-14,InitialPotentialTest,2019-09-14,InitialPotentialTest,32772.67,1,65302.00,1,21889.00,1,196.6360,1,4.66,9.28,3.11,273244.50,825291.00,135696.00,598287.00,6081.91,1.6395,1639.4670,6896.00,1417.00,4730.00,4866.62,3094.35,94807.17,202939.00,60984.00,239742.00,13.47,28.83,8.66,128722.67,275860.00,82746.00,327768.00,772.3360,18.28,39.18,11.75,95277.0000,17006.0000,87581.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,SWNW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.1310978,-103.9252884,32.1087453,-103.9247186
30015448870000,CREEDENCE 21 16 W1ED STATE COM,001H,CREEDENCE 21 16 W1ED STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3065.00,KB,3037.00,16945.00,9691.40,GAS,ACTIVE,1,130091267,COM,325143,2019-05-09,2019-11-15,H,9747.00,16929.00,7182.00,7639.11,7182.00,2019-11-01,2022-12-01,38,,,840.00,664.00,4466.00,24.00,FLOWING,2019-11-19,InitialPotentialTest,2019-11-19,InitialPotentialTest,60576.83,3,106361.00,12,45299.00,3,363.4610,3,8.43,14.81,6.31,927073.99,1800732.00,626952.00,2111170.00,2872.20,5.5624,5562.4440,46738.00,3842.00,27857.00,12165.02,2106.62,249419.83,387719.00,184800.00,415186.00,34.73,53.98,25.73,493671.67,825346.00,356114.00,796912.00,2962.0300,68.74,114.92,49.58,519165.0000,70560.0000,369763.0000,PERMIAN BASIN,Delaware Basin,NM,21,24S,28E,SWNW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,CRESTWOOD NEW MEXICO PIPELINE LLC,,,32.2043756,-104.0997894,32.2253725,-104.0996433
30015448780000,CB SO 15 22 004,003H,CB SO 15 22 004,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),3035.00,KB,3007.00,19897.00,9569.55,GAS,ACTIVE,1,130091294,COM,321188,2018-07-19,2019-07-05,H,9858.00,19738.00,9880.00,10191.35,9880.00,2020-01-01,2022-12-01,36,2019-01-21,2019-02-09,4778.00,2589.00,6805.00,24.00,FLOWING,2019-07-22,InitialPotentialTest,2019-07-22,InitialPotentialTest,34050.67,4,57018.00,5,24941.00,4,204.3040,4,3.45,5.77,2.52,536504.67,1122112.00,349486.00,3317274.00,3210.75,3.2190,3219.0280,20489.00,4355.00,25603.00,4704.71,2887.38,147287.67,241504.00,107037.00,1260656.00,14.91,24.44,10.83,276133.83,452903.00,200650.00,1948151.00,1656.8030,27.95,45.84,20.31,313387.0000,56326.0000,459176.0000,PERMIAN BASIN,Delaware Basin,NM,15,23S,28E,NWNW,,,,,,,,CHEVRON U S A INC,CHEVRON U S A INC,45.000000,,32.3117390,-104.0812360,32.2840008,-104.0766348
30015448770000,CB SO 15 22 004,002H,CB SO 15 22 004,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3034.00,KB,3006.00,19690.00,9564.20,GAS,ACTIVE,1,130091295,COM,321188,2018-07-17,2019-03-01,H,9638.00,19378.00,9740.00,10134.30,9740.00,2019-04-01,2022-12-01,41,2019-01-21,2019-02-09,,,,,,,,,,39165.17,6,63767.00,7,28672.00,6,234.9910,6,4.02,6.55,2.94,542568.17,1136695.00,353119.00,2586960.00,3219.01,3.2554,3255.4090,24858.00,3543.00,18734.00,7016.09,2195.84,40791.17,62959.00,30298.00,148933.00,4.19,6.46,3.11,188739.33,305678.00,137793.00,827842.00,1132.4360,19.38,31.38,14.15,264977.0000,43787.0000,339670.0000,PERMIAN BASIN,Delaware Basin,NM,15,23S,28E,NWNW,,,,,,,,CHEVRON U S A INC,CHEVRON U S A INC,,,32.3117380,-104.0813150,32.2839151,-104.0797328
30015448760000,CB SO 15 22 004,001H,CB SO 15 22 004,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),3034.00,KB,3006.00,19668.00,9556.75,GAS,ACTIVE,1,130091317,COM,321188,2018-07-16,2019-07-05,H,9651.00,19528.00,9877.00,10121.26,9877.00,2020-01-01,2022-12-01,36,2019-01-20,2019-02-09,3534.00,1819.00,3247.00,24.00,FLOWING,2019-07-24,InitialPotentialTest,2019-07-24,InitialPotentialTest,35676.17,1,58237.00,1,25970.00,1,214.0570,1,3.61,5.90,2.63,510332.48,1088973.00,328837.00,2593274.00,3311.59,3.0620,3061.9950,23406.00,4526.00,19416.00,5171.45,2539.01,150936.67,252796.00,108804.00,698058.00,15.28,25.59,11.02,241052.33,404702.00,173602.00,1196056.00,1446.3140,24.41,40.97,17.58,305303.0000,60052.0000,462686.0000,PERMIAN BASIN,Delaware Basin,NM,15,23S,28E,NWNW,,,,,,,,CHEVRON U S A INC,CHEVRON U S A INC,45.000000,,32.3117370,-104.0813960,32.2839413,-104.0827501
30015448710000,CREEDENCE 21 16 W0ED STATE COM,002H,CREEDENCE 21 16 W0ED STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3065.00,KB,3037.00,16880.00,9490.60,GAS,ACTIVE,1,130091316,COM,321183,2019-06-25,2019-11-15,H,9623.00,16874.00,7251.00,7645.88,7251.00,2019-11-01,2022-12-01,38,,,1404.00,623.00,3994.00,24.00,FLOWING,2019-11-19,InitialPotentialTest,2019-11-19,InitialPotentialTest,63225.00,3,110987.00,12,46443.00,3,379.3500,3,8.72,15.31,6.41,860780.31,1735988.00,571449.00,1856993.00,3037.87,5.1647,5164.6820,36375.00,3694.00,27309.00,9847.05,2034.78,252075.00,391566.00,186814.00,405843.00,34.76,54.00,25.76,489023.17,824527.00,351602.00,793789.00,2934.1390,67.44,113.71,48.49,490427.0000,62352.0000,358260.0000,PERMIAN BASIN,Delaware Basin,NM,21,24S,28E,SWNW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,CRESTWOOD NEW MEXICO PIPELINE LLC,,,32.2033340,-104.0999450,32.2242601,-104.0976623
30015448700000,BOSTON 7 W0LI FEE,002H,BOSTON 7 W0LI FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3109.00,KB,3082.00,14090.00,9381.50,GAS,ACTIVE,1,130091340,COM,321182,2018-09-05,2018-11-07,H,9610.00,14044.00,4434.00,4503.44,4434.00,2018-11-01,2022-12-01,50,,,905.00,447.00,2770.00,24.00,FLOWING,2018-01-09,InitialPotentialTest,2018-01-09,InitialPotentialTest,38436.67,2,56524.00,2,29016.00,2,230.6200,2,8.67,12.75,6.54,329228.84,660161.00,219202.00,729997.00,3011.66,1.9754,1975.3730,9026.00,900.00,4800.00,10028.89,1948.03,132413.50,199629.00,99142.00,335194.00,29.86,45.02,22.36,185911.50,303801.00,135278.00,483096.00,1115.4690,41.93,68.52,30.51,78070.0000,17034.0000,59559.0000,PERMIAN BASIN,Delaware Basin,NM,07,24S,28E,NWSW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,48.000000,,32.2301990,-104.1338890,32.2313411,-104.1193881
30015448690000,BOSTON 7 W0LI FEE,001H,BOSTON 7 W0LI FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,GAS,GAS,WOLFCAMP (GAS),3110.00,KB,3083.00,14235.00,9471.40,GAS,ACTIVE,1,130091293,COM,321182,2018-08-22,2018-11-07,H,9576.00,14185.00,4609.00,4502.42,4609.00,2018-11-01,2022-12-01,50,,,1144.00,442.00,2541.00,24.00,FLOWING,2018-11-09,InitialPotentialTest,2018-11-09,InitialPotentialTest,36021.67,2,55462.00,2,26778.00,2,216.1300,2,7.82,12.03,5.81,341320.15,762895.00,214171.00,789760.00,3562.08,2.0479,2047.9210,6004.00,1123.00,6880.00,5346.39,2071.18,137646.33,217934.00,101324.00,330157.00,29.86,47.28,21.98,193277.33,335636.00,137338.00,492366.00,1159.6640,41.93,72.82,29.80,116396.0000,15618.0000,62418.0000,PERMIAN BASIN,,NM,07,24S,28E,NWSW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,SENDERO CARLSBAD MIDSTREAM LLC,,,32.2300900,-104.1338880,32.2289371,-104.1193918
30015448620000,ROAD RUNNER FEDERAL COM,003H,ROAD RUNNER FEDERAL COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,COTTONWOOD DRAW,EDDY (NM),DELAWARE,DELAWARE,,SBSG SAND,O,BONE SPRING (O),3267.40,KB,3241.40,17268.00,7389.50,OIL,ACTIVE,1,130091422,COM,316776,2018-05-08,2018-09-22,H,7594.00,17123.00,9529.00,10176.85,9529.00,2018-09-01,2022-12-01,52,,,812.00,432.00,2218.00,24.00,GAS LIFT,2018-09-22,InitialPotentialTest,2018-09-22,InitialPotentialTest,58690.17,4,149878.00,11,43494.00,3,352.1410,4,6.16,15.73,4.56,1212427.84,4367843.00,484454.00,913055.00,9016.01,7.2746,7274.5670,44440.00,2082.00,5001.00,21344.86,1744.65,223684.17,364663.00,162907.00,176355.00,23.47,38.27,17.10,485444.67,1164304.00,291394.00,351550.00,2912.6680,50.94,122.19,30.58,609909.0000,24328.0000,92974.0000,PERMIAN BASIN,Delaware Basin,NM,25,25S,26E,SESW,,,,,,,,PLAINS MARKETING L.P.,TARGA MIDSTREAM SERVICES LLC,,,32.0941250,-104.2485680,32.1220965,-104.2489227
30015448490000,MARINER FEE 23 28 19 WA,001H,MARINER FEE 23 28 19 WA,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3092.50,KB,3066.00,14625.00,9482.99,GAS,ACTIVE,1,130044982,COM,320807,2018-04-30,2019-04-22,H,9940.00,14549.00,4609.00,5738.37,4609.00,2019-05-01,2022-12-01,44,2019-03-20,2019-03-29,3995.00,1325.00,4240.00,24.00,FLOWING,2019-04-30,InitialPotentialTest,2019-04-30,InitialPotentialTest,29553.83,1,45521.00,1,21967.00,1,177.3230,1,6.41,9.88,4.77,211839.32,510602.00,126739.00,651400.00,4028.77,1.2710,1271.0360,3925.00,796.00,5490.00,4930.90,2892.17,89591.67,182146.00,59234.00,249786.00,19.44,39.52,12.85,125214.17,271381.00,79984.00,360058.00,751.2850,27.17,58.88,17.35,59350.0000,11400.0000,78185.0000,PERMIAN BASIN,,NM,18,23S,28E,SWSE,,,,,,,,TRAFIGURA AG,SENDERO CARLSBAD MIDSTREAM LLC,,,32.2998380,-104.1238450,32.2841367,-104.1256088
30015448460100,MUY WAYNO 18 FEDERAL,103H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,MULTIPLE,3191.00,KB,3165.00,18383.00,10641.78,GAS,ACTIVE,2,"130044985,130217955",MULTIPLE,MULTIPLE,2018-11-27,2019-08-04,H,11002.00,18215.00,7213.00,8129.48,7213.00,2019-08-01,2022-12-01,41,,,,,,,,,,,,51406.00,3,108028.00,4,34082.00,3,308.4360,3,7.13,14.98,4.73,649578.84,1712381.00,364182.00,1481997.00,4701.99,3.8975,3897.4730,9292.00,2623.00,19375.00,3542.51,2246.77,210387.00,424500.00,139637.00,503177.00,29.17,58.85,19.36,324344.83,687617.00,209742.00,766903.00,1946.0690,44.97,95.33,29.08,210755.0000,41664.0000,254812.0000,PERMIAN BASIN,,NM,18,25S,30E,NWSW,,,,,,,,MULTIPLE,MULTIPLE,,,32.1291714,-103.9281723,32.1514938,-103.9269811
30015448450000,MUY WAYNO 18 FEDERAL,703H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,"BONE SPRING, EAST","BONE SPRING, EAST","BONE SPRING, EAST",3192.00,KB,3165.00,17096.00,,OIL,ACTIVE,1,130044946,COM,321151,,2022-03-20,H,,,,8121.53,7871.53,2022-05-01,2022-12-01,8,2022-03-11,2022-03-20,,,,,,,,,,37669.33,4,150495.00,3,16446.00,4,226.0160,4,4.79,19.12,2.09,243143.67,895036.00,93971.00,621850.00,9524.60,1.4589,1458.8620,97845.00,8954.00,13416.00,10927.52,8934.93,193950.33,705788.00,76319.00,554936.00,24.64,89.66,9.70,,,,,,,,,,,,PERMIAN BASIN,,NM,18,25S,30E,NESW,,,,,,,,PLAINS MARKETING L.P.,XTO PERMIAN OPERATING LLC.,,,32.1291780,-103.9229750,32.1514839,-103.9240180
30015448440000,MUY WAYNO 18 FEDERAL,161H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),MULTIPLE,3193.00,KB,3161.00,19399.00,11530.14,OIL,ACTIVE,2,"130044975,130296386",MULTIPLE,MULTIPLE,2019-01-01,2020-01-11,H,11944.00,19256.00,7312.00,8129.89,7312.00,2020-01-01,2022-12-01,36,2019-03-30,2019-06-09,6287.00,788.00,4204.00,24.00,FLOWING,2020-01-22,InitialPotentialTest,2020-01-22,InitialPotentialTest,41773.50,4,154611.00,4,16340.00,3,250.6410,4,5.71,21.14,2.23,815380.51,3110103.00,297030.00,1788885.00,10470.67,4.8923,4892.2830,56743.00,3976.00,32903.00,14271.38,8781.18,213751.33,785210.00,82883.00,451544.00,29.23,107.39,11.34,397846.17,1481047.00,151005.00,819566.00,2387.0770,54.41,202.55,20.65,562611.0000,52843.0000,453784.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,NWSW,,,,,,,,MULTIPLE,MULTIPLE,,,32.1291720,-103.9282720,32.1515185,-103.9283074
30015448430000,MUY WAYNO 18 FEDERAL,124H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),3200.00,KB,3173.00,18670.00,,GAS,COMPLETED,1,130044976,COM,321151,2021-08-12,2022-03-20,H,,,,8124.01,7874.01,2022-05-01,2022-12-01,8,2022-03-12,2022-03-20,,,,,,,,,,36956.17,3,143977.00,3,15696.00,1,221.7370,3,4.69,18.29,1.99,223849.84,814097.00,88167.00,652558.00,9233.58,1.3431,1343.0990,80539.00,8319.00,65852.00,9681.33,8543.21,182891.50,663255.00,72349.00,535793.00,23.23,84.23,9.19,,,,,,,,,,,,PERMIAN BASIN,,NM,18,25S,30E,NESW,,,,,,,,PLAINS MARKETING L.P.,XTO PERMIAN OPERATING LLC.,,,32.1291780,-103.9230720,32.1514873,-103.9242118
30015448420000,MUY WAYNO 18 FEDERAL,123H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3191.00,KB,3165.00,18570.00,10891.91,GAS,ACTIVE,1,130044947,COM,321151,2018-12-18,2019-08-05,H,11300.00,18394.00,7094.00,8156.17,7094.00,2019-09-01,2022-12-01,40,,,4459.00,1438.00,3726.00,24.00,GAS LIFT,2019-10-15,InitialPotentialTest,2019-10-15,InitialPotentialTest,38245.17,2,78985.00,2,25081.00,2,229.4710,2,5.39,11.13,3.54,569511.83,1537787.00,313214.00,1142939.00,4909.70,3.4171,3417.0710,16662.00,3680.00,19443.00,4527.72,3149.20,171876.83,366335.00,110821.00,394774.00,24.23,51.64,15.62,279049.50,639945.00,172392.00,583391.00,1674.2970,39.34,90.21,24.30,216017.0000,44460.0000,220924.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,NESW,,,,,,,,PLAINS MARKETING L.P.,XTO PERMIAN OPERATING LLC.,,,32.1291750,-103.9256066,32.1515114,-103.9233499
30015448410000,MUY WAYNO 18 FEDERAL,122H,MUY WAYNO 18 FEDERAL,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3215.00,KB EST,3192.00,18745.00,10889.16,GAS,ACTIVE,1,130044978,COM,321151,2018-11-04,2019-08-05,H,11302.00,18572.00,7270.00,8128.33,7270.00,2019-09-01,2022-12-01,39,2019-04-21,2019-05-16,4971.00,1897.00,2987.00,24.00,GAS LIFT,2019-10-02,InitialPotentialTest,2019-10-02,InitialPotentialTest,53165.50,1,113246.00,2,35317.00,1,318.9930,1,7.31,15.58,4.86,636380.67,1767682.00,341767.00,1294747.00,5172.18,3.8183,3818.2840,8972.00,2079.00,22085.00,4315.54,3329.49,250547.50,551025.00,158710.00,480955.00,34.46,75.79,21.83,358701.17,840091.00,218686.00,679849.00,2152.2070,49.34,115.56,30.08,177790.0000,31473.0000,266415.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,30E,NWSW,,,,,,,,PLAINS MARKETING L.P.,XTO PERMIAN OPERATING LLC.,,,32.1291740,-103.9258010,32.1515159,-103.9256563
