"","api","sampler","distance","Well.Name","Well.Number","Lease.Name","Operator.Alias..Legacy.","Operator.Company.Name","Operator..Reported.","Operator.Ticker","Field","County.Parish","DI.Basin","DI.Play","DI.Subplay","Formation.at.Total.Depth","Target.Formation","Producing.Reservoir","Elevation","Elevation.Type","Ground.Elevation","Measured.Depth..TD.","True.Vertical.Depth","Production.Type","Well.Status","Producing.Entity.Count","Producing.Entity.ID","Producing.Entity.Type","Producing.Entity.Lease.Number","Spud.Date","Completion.Date","Drill.Type","Upper.Perforation","Lower.Perforation","Gross.Perforated.Interval","Horizontal.Length","DI.Lateral.Length","First.Prod.Date","Last.Prod.Date","Months.Produced","Start.Date..First.Treatment.Job.","End.Date..First.Treatment.Job.","First.Test.Gas.Volume","First.Test.Oil.Volume","First.Test.Water.Volume","First.Test.Hours.Tested","First.Test.Production.Method","First.Well.Test.Date","First.Reported.Test.Type","Last.Well.Test.Date","Last.Test.Type","Peak.BOE","Peak.BOE.Month.No.","Peak.Gas","Peak.Gas.Month.No.","Peak.Oil","Peak.Oil.Month.No.","Peak.MMCFGE","Peak.MMCFGE.Month.No.","Peak.BOE.per.perforated.Ft","Peak.Gas.per.perforated.Ft","Peak.Oil.per.perforated.Ft","Cum.BOE","Cum.Gas","Cum.Oil","Cum.Water","Cum.GOR","Cum.BCFGE","Cum.MMCFGE","Latest.Gas","Latest.Oil","Latest.Water","Latest.GOR","X2nd.Month.GOR","First.6.BOE","First.6.Gas","First.6.Oil","First.6.Water","First.6.BOE.per.perforated.Ft","First.6.Gas.per.perforated.Ft","First.6.Oil.per.perforated.Ft","First.12.BOE","First.12.Gas","First.12.Oil","First.12.Water","First.12.MMCFGE","First.12.BOE.per.perforated.Ft","First.12.Gas.per.perforated.Ft","First.12.Oil.per.perforated.Ft","Last.12.Gas","Last.12.Oil","Last.12.Water","AAPG.Geologic.Province","Play.Assessment.Basin","State","Section","Township","Range","Quarter.Quarter","District","Abstract","Block","Survey","Shallowest.Perforation","Deepest.Perforation","Gross.Perforated.Interval..Multiple.Prod.Entities.","Oil.Gatherer","Gas.Gatherer","Oil.Gravity","Gas.Gravity","lat.w","lon.w","Bottom.Hole.Latitude..WGS84.","Bottom.Hole.Longitude..WGS84.","V1.w","V2.w","lon.s","lat.s","V1.s","V2.s","2.5km"
"98",30015319840000,"Carlsbad #2",1669.94279221488,"BABY RUTH FEE","002","BABY RUTH FEE","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. MORROW","WOLFCAMP, EAST (GAS)","MULTIPLE",3094,"KB",3077,11875,11875,"GAS","ACTIVE",2,"2766414,128177675","MULTIPLE","MULTIPLE","2001-11-16","2002-02-23","V",11447,11571,124,NA,124,"2002-04-01","2022-11-01",248,"","",1530,NA,NA,24,"FLOWING","2002-02-24","InitialPotentialTest","2012-10-27","InitialPotentialTest",7023.83,127,35267,127,1146,127,42.143,127,56.64,284.41,9.24,172444.33,1024196,1745,2729,586931.81,1.0347,1034.666,2302,NA,NA,NA,4860250,11803.83,70733,15,589,95.19,570.43,0.12,18405.83,110345,15,800,110.435,148.43,889.88,0.12,13224,NA,NA,"PERMIAN BASIN","","NM",10,"22S",27,"SWNW",NA,NA,NA,NA,9444,11748,2304,"MULTIPLE","MULTIPLE",NA,NA,32.4090958,-104.1827087,32.409224,-104.1824553,576853.918714209,3586076.13612514,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"99",30015319850000,"Carlsbad #2",363.245619919458,"CCAP STATE COM","003","CCAP STATE COM","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3110,"KB",3093,12000,12000,"GAS","ACTIVE",1,"102255929","COM","308043","2003-01-13","2003-04-25","V",11668,11781,113,NA,113,"2003-04-01","2022-11-01",219,"","",1344,NA,109,24,"FLOWING","2003-04-30","InitialPotentialTest","2003-04-30","InitialPotentialTest",4991.17,2,29947,2,3,92,29.947,2,44.17,265.02,0.03,148048.8,888227,11,56847,80747909.09,0.8883,888.293,117,NA,NA,NA,NA,21582.17,129493,0,7679,190.99,1145.96,0,39684.67,238108,0,12570,238.108,351.19,2107.15,0,1284,NA,NA,"PERMIAN BASIN","","NM",16,"22S",27,"SWNE",NA,NA,NA,NA,11668,11781,113,"NAVAJO REFINING COMPANY, L.L.C.","DCP OPERATING COMPANY, LP",NA,NA,32.3949661,-104.1914063,32.3952699,-104.1911964,576047.863191364,3584503.57870152,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"100",30015319970000,"oil well area #3",547.235093143422,"TUCKER","001","TUCKER","RUBICON O&G","RUBICON OIL & GAS LLC","RUBICON OIL & GAS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3053,"KB",3035,7100,7100,"OIL","ACTIVE",1,"2760842","COM","330680","2001-11-09","2001-12-30","V",6076,6255,179,NA,179,"2002-01-01","2022-11-01",251,"","",40,33,182,24,"PUMPING","2002-01-21","InitialPotentialTest","2002-01-21","InitialPotentialTest",1424,2,4286,19,985,2,8.544,2,7.96,23.94,5.5,93984.28,358040,34311,139386,10435.14,0.5639,563.906,1136,69,224,16463.77,2674.11,6441.83,14723,3988,10761,35.99,82.25,22.28,11613.33,30116,6594,19961,69.68,64.88,168.25,36.84,9584,552,2903,"PERMIAN BASIN","","NM",34,"23S",28,"NENE",NA,NA,NA,NA,6076,6255,179,"OCCIDENTAL ENERGY TRANSPORATION LLC","SID RICHARDSON ENERGY SERVICES CO",41,NA,32.267334,-104.068779,32.267334,-104.068779,587704.305078795,3570448.7985863,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"101",30015320640000,"mid-south #2 (BLM)",2330.0749891762,"WILL 7A FEE","001","WILL 7A FEE","MARATHON OIL PERMIAN LLC","MARATHON OIL","MARATHON OIL PERMIAN LLC","MRO","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"MISSISSIPPIAN","ATOKA, NORTH (GAS)","MULTIPLE",3057,"KB",3037,12540,12540,"GAS","ACTIVE",2,"100716855,105863124","MULTIPLE","MULTIPLE","2002-07-16","2002-10-05","V",12392,12426,34,NA,34,"2002-10-01","2022-11-01",241,"","",2421,NA,NA,24,"FLOWING","2002-10-05","InitialPotentialTest","2005-05-09","InitialPotentialTest",41869.83,33,250781,33,92,35,251.219,33,1231.47,7375.91,2.71,606724.02,3638448,316,22044,11514075.95,3.6403,3640.344,268,NA,NA,NA,NA,86396.17,518377,0,318,2541.06,15246.38,0,167444.83,1004669,0,673,1004.669,4924.85,29549.09,0,2795,NA,NA,"PERMIAN BASIN","","NM",7,"23S",28,"NENE",NA,NA,NA,NA,11288,12426,1138,"MULTIPLE","MULTIPLE",NA,NA,32.3252029,-104.1214371,32.3256972,-104.1215786,582692.122912394,3576821.93527472,-104.126102741799,32.3458448994836,582234.299210755,3579106.58993427,TRUE
"102",30015323500000,"Carlsbad #2",1715.53062426296,"MILKY WAY FEE","001","MILKY WAY FEE","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"STRAWN (GAS)","STRAWN (GAS)","MULTIPLE",3102,"KB",3085,11900,11900,"GAS","ACTIVE",3,"100736676,105582533,105863095","MULTIPLE","MULTIPLE","2002-08-23","2002-12-20","V",11442,11463,21,NA,21,"2002-12-01","2022-11-01",239,"","",196,NA,6,24,"FLOWING","2002-12-22","InitialPotentialTest","2005-06-26","InitialPotentialTest",5011.83,32,30071,32,128,76,30.071,32,238.66,1431.95,6.1,202115.18,1209133,593,1713,2039010.12,1.2127,1212.691,3942,NA,NA,NA,NA,4580.33,27404,13,176,218.11,1304.95,0.62,9338.67,55954,13,298,56.032,444.7,2664.48,0.62,22363,NA,NA,"PERMIAN BASIN","","NM",9,"22S",27,"NENE",NA,NA,NA,NA,10626,11463,837,"MULTIPLE","MULTIPLE",NA,NA,32.4124298,-104.1894455,32.4125855,-104.18919,576217.603496193,3586440.90108927,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"103",30015323740000,"Carlsbad #2",1754.3422791838,"WALTERTHON FEE","002","WALTERTHON FEE","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW","GAS","MULTIPLE",3132,"KB",3115,12303,12303,"GAS","ACTIVE",3,"101855591,128913894,128913895","MULTIPLE","MULTIPLE","2002-11-14","2003-01-29","V",11670,11822,152,NA,152,"2003-01-01","2022-10-01",226,"","",429,NA,12,24,"FLOWING","2003-01-31","InitialPotentialTest","2014-12-20","InitialPotentialTest",5588.67,29,33460,29,60,231,33.532,29,36.77,220.13,0.39,105234.91,627929,580,6382,1082636.21,0.6314,631.409,884,NA,NA,NA,NA,8847,52974,18,945,58.2,348.51,0.12,16286.67,97558,27,1580,97.72,107.15,641.83,0.18,11037,79,110,"PERMIAN BASIN","","NM",21,"22S",27,"NWNW",NA,NA,NA,NA,10270,11822,1552,"MULTIPLE","MULTIPLE",NA,NA,32.3829041,-104.2013397,32.3831411,-104.2007826,575123.589974601,3583159.43799609,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"104",30015324090000,"oil well area #3",2159.15950100174,"LAYLA 35 FEE COM","001","LAYLA 35 FEE COM","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","CULEBRA BLUFF","EDDY (NM)","DELAWARE","DELAWARE",NA,"ATOKA, SOUTH (GAS)","ATOKA, SOUTH (GAS)","ATOKA, SOUTH (GAS)",3020,"KB",3002,12115,12115,"GAS","ACTIVE",1,"101908054","COM","030418","2002-12-15","2003-02-08","V",11792,11838,46,NA,46,"2003-02-01","2022-10-01",237,"","",657,NA,NA,24,"FLOWING","2003-03-11","InitialPotentialTest","2003-03-11","InitialPotentialTest",5493.5,1,32961,1,81,59,32.961,1,119.42,716.54,1.76,55846.61,333202,313,1159,1064543.13,0.3351,335.08,3153,28,179,112607.14,597272.73,11867,70770,72,82,257.98,1538.48,1.57,16287.67,97222,84,97,97.726,354.08,2113.52,1.83,11910,28,179,"PERMIAN BASIN","","NM",35,"23S",28,"NESE",NA,NA,NA,NA,11792,11838,46,"PHILLIPS 66 COMPANY","SENDERO CARLSBAD MIDSTREAM LLC",NA,NA,32.2588348,-104.0534821,32.2588348,-104.0534821,589153.364048175,3569519.23655982,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"105",30015324320000,"oil well area #3",1492.6167226225,"BARTON","001","BARTON","RUBICON O&G","RUBICON OIL & GAS LLC","RUBICON OIL & GAS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3045,"KB",3027,6498,6498,"OIL","ACTIVE",1,"100736639","COM","330670","2002-10-24","2002-12-10","V",6149,6232,83,NA,83,"2002-12-01","2022-11-01",240,"","",58,24,217,24,"PUMPING","2002-12-17","InitialPotentialTest","2002-12-17","InitialPotentialTest",2138,3,5656,8,1398,3,12.828,3,25.76,68.14,16.84,164822.82,581819,67853,182326,8574.7,0.9889,988.937,1220,119,306,10252.1,2683.66,9889.17,20803,6422,23223,119.15,250.64,77.37,18851.67,42322,11798,41073,113.11,227.13,509.9,142.14,18392,1316,4291,"PERMIAN BASIN","","NM",34,"23S",28,"SESW",NA,NA,NA,NA,6149,6232,83,"OCCIDENTAL ENERGY TRANSPORATION LLC","SID RICHARDSON ENERGY SERVICES CO",39.75,NA,32.2588196,-104.0677032,32.2588196,-104.0677032,587813.82895244,3569505.82792811,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"106",30015324930000,"oil well area #1 (BLM)",1166.00127774393,"PARDUE B 8808 JVP","003","PARDUE B 8808 JVP","BTA OIL PRODUCERS","BTA OIL PRODUCERS","BTA OIL PRODUCERS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3001,"KB",2988,5640,5640,"OIL","ACTIVE",1,"101911417","COM","305270","2002-11-27","2002-12-20","V",4704,4760,56,NA,56,"2002-12-01","2022-11-01",239,"","",242,232,96,24,"FLOWING","2002-12-22","InitialPotentialTest","2002-12-22","InitialPotentialTest",5000.67,9,8974,9,3976,3,30.004,9,89.3,160.25,71,230726.3,336452,174651,211716,1926.42,1.3844,1384.358,313,624,420,501.6,1066.52,23907.17,28585,19143,5396,426.91,510.45,341.84,51265.83,76103,38582,14672,307.595,915.46,1358.98,688.96,3174,5174,4655,"PERMIAN BASIN","","NM",11,"23S",28,"NESW",NA,NA,NA,NA,4704,4760,56,"ENTERPRISE CRUDE OIL LLC","DCP OPERATING COMPANY, LP",40.8,NA,32.3191185,-104.0611725,32.3192305,-104.0614287,588370.47111151,3576195.56160714,-104.072131811451,32.3240202829778,587334.142469125,3576729.96026421,TRUE
"107",30015325320000,"mid-south #2 (BLM)",948.646723530174,"JULIUS FEE","001","JULIUS FEE","MARATHON OIL PERMIAN LLC","MARATHON OIL","MARATHON OIL PERMIAN LLC","MRO","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW, NORTH (GAS)","MORROW, NORTH (GAS)","MORROW, NORTH (GAS)",3049,"KB",3030,12630,12630,"GAS","ACTIVE",1,"102262458","COM","318223","2003-01-20","2003-05-18","V",12104,12124,20,NA,20,"2003-05-01","2022-11-01",186,"","",1181,NA,28,24,"FLOWING","2003-06-09","InitialPotentialTest","2003-06-09","InitialPotentialTest",5466.83,2,32801,2,121,28,32.801,2,273.34,1640.05,6.05,94519.48,565965,192,40430,2947734.38,0.5671,567.117,1443,NA,1046,NA,NA,20880,125280,0,2250,1044,6264,0,31872.33,191234,0,3677,191.234,1593.62,9561.7,0,2330,NA,2918,"PERMIAN BASIN","","NM",6,"23S",28,"SESW",NA,NA,NA,NA,12104,12124,20,"","DCP OPERATING COMPANY, LP",NA,NA,32.3376541,-104.1231842,32.337776,-104.1231598,582516.379165272,3578200.85183452,-104.126102741799,32.3458448994836,582234.299210755,3579106.58993427,TRUE
"108",30015326710000,"oil well area #1 (BLM)",1404.97422395652,"PARDUE C 8808 JVP","003","PARDUE C 8808 JVP","BTA OIL PRODUCERS","BTA OIL PRODUCERS","BTA OIL PRODUCERS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",2993,"KB",2984.17,6319,6218.03,"OIL","ACTIVE",1,"101855608","COM","305316","2003-03-09","2003-04-03","V",4728,4771,43,NA,43,"2003-04-01","2022-11-01",236,"","",180,227,74,24,"FLOWING","2003-04-16","InitialPotentialTest","2003-04-16","InitialPotentialTest",5304.67,1,7053,121,4975,1,31.828,1,123.36,164.02,115.7,231145.17,289195,182946,140180,1580.77,1.3869,1386.871,183,35,545,5228.57,601.77,25654,14826,23183,8490,596.6,344.79,539.14,49127.17,27709,44509,15442,294.763,1142.49,644.4,1035.09,2746,646,6473,"PERMIAN BASIN","","NM",11,"23S",28,"SESW",NA,NA,NA,NA,4728,4771,43,"ENTERPRISE CRUDE OIL LLC","DCP OPERATING COMPANY, LP",39.3,NA,32.3147419,-104.061965,32.3138601,-104.059561,588300.118102008,3575709.74281353,-104.072131811451,32.3240202829778,587334.142469125,3576729.96026421,TRUE
"109",30015329010000,"Carlsbad #2",2313.95845891744,"LOONEY FEE COM","001","LOONEY FEE COM","WPX ENERGY PERMIAN, LLC","DEVON ENERGY","WPX ENERGY PERMIAN, LLC","DVN","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3131,"KB",3114,9140,8994.16,"GAS","ACTIVE",1,"103001817","COM","316687","2003-08-12","2003-11-10","D",NA,NA,NA,NA,NA,"2003-11-01","2022-11-01",226,"","",571,NA,23,24,"FLOWING","2003-11-24","InitialPotentialTest","2003-11-24","InitialPotentialTest",1178.67,2,7072,2,2,151,7.072,2,NA,NA,NA,26829.15,160963,2,611,80481500,0.161,160.975,278,NA,NA,NA,NA,4151,24906,0,202,NA,NA,NA,6223.67,37342,0,253,37.342,NA,NA,NA,3553,NA,NA,"PERMIAN BASIN","","NM",21,"22S",27,"NESW",NA,NA,NA,NA,11643,11676,33,"","DCP OPERATING COMPANY, LP",NA,NA,32.37661,-104.195648,32.3758422,-104.1924664,575664.223644479,3582465.72445325,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"110",30015329880000,"Carlsbad #2",1896.78065759791,"LOUISE FEE","001","LOUISE FEE","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","ESPERANZA","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. BONE SPRINGS","DELAWARE","DELAWARE",3105,"KB",3093,5340,5340,"OIL","ACTIVE",1,"103029000","COM","308218","2003-10-22","2003-11-28","V",5185,5197,12,NA,12,"2003-12-01","2022-11-01",221,"","",337,46,158,24,"PUMPING","2003-12-04","InitialPotentialTest","2003-12-04","InitialPotentialTest",5328.33,9,17708,9,2423,59,31.97,9,444.03,1475.67,201.92,259467.14,684109,145449,385316,4703.43,1.5568,1556.803,1740,375,1936,4640,NA,3988.5,6003,2988,8065,332.38,500.25,249,17812.67,50518,9393,18270,106.876,1484.39,4209.83,782.75,18477,5766,24185,"PERMIAN BASIN","","NM",10,"22S",27,"NWNW",NA,NA,NA,NA,5185,5197,12,"NAVAJO REFINING COMPANY, L.L.C.","DCP OPERATING COMPANY, LP",NA,NA,32.4118195,-104.1830292,32.4119457,-104.1827749,576821.471967835,3586377.84011777,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"111",30015330180000,"oil well area #3",682.127556833357,"PARDUE 34","002","PARDUE 34","RUBICON O&G","RUBICON OIL & GAS LLC","RUBICON OIL & GAS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3066,"KB",3053,6499,6499,"OIL","ACTIVE",1,"103433588","COM","330678","2003-10-02","2003-11-21","V",6162,6245,83,NA,83,"2003-12-01","2022-11-01",228,"","",44,19,189,24,"PUMPING","2003-11-25","InitialPotentialTest","2003-11-25","InitialPotentialTest",2051.67,33,8782,33,1261,2,12.31,33,24.72,105.81,15.19,142623,550638,50850,112971,10828.67,0.8557,855.738,808,90,285,8977.78,3297.38,11027,27564,6433,18842,132.86,332.1,77.51,19016.83,53939,10027,31929,114.101,229.12,649.87,120.81,12647,1154,4002,"PERMIAN BASIN","","NM",34,"23S",28,"NWNE",NA,NA,NA,NA,6162,6245,83,"OCCIDENTAL ENERGY TRANSPORATION LLC","SID RICHARDSON ENERGY SERVICES CO",40.15,NA,32.2666626,-104.0736313,32.2666626,-104.0736313,587247.930685874,3570370.41608278,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"112",30015331470000,"mid-south #2 (BLM)",2379.51686026509,"CARLSBAD","001","CARLSBAD","MARATHON OIL PERMIAN LLC","MARATHON OIL","MARATHON OIL PERMIAN LLC","MRO","DUBLIN RANCH","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW (GAS)","MORROW (GAS)","MORROW (GAS)",3043,"KB",3019,12670,12670,"GAS","ACTIVE",1,"104619819","COM","318176","2004-04-25","2004-07-28","V",11976,12370,394,NA,394,"2004-07-01","2022-11-01",214,"","",987,NA,18,24,"FLOWING","2004-08-17","InitialPotentialTest","2004-08-17","InitialPotentialTest",4555.67,15,27334,15,68,113,27.334,15,11.56,69.38,0.17,60466.67,361960,140,4043,2585428.57,0.3628,362.8,237,NA,NA,NA,NA,8532.67,51196,0,0,21.66,129.94,0,20248.33,121490,0,987,121.49,51.39,308.35,0,3498,NA,12,"PERMIAN BASIN","","NM",32,"22S",28,"NENE",NA,NA,NA,NA,11976,12370,394,"","ENTERPRISE FIELD SERVICES L.L.C.",NA,NA,32.3546371,-104.103035,32.3547418,-104.1029693,584396.898873278,3580099.19417965,-104.126102741799,32.3458448994836,582234.299210755,3579106.58993427,TRUE
"113",30015331540000,"mid-south #2 (BLM)",1430.12336316782,"ZEUS","001","ZEUS","RAY WESTALL","RAY WESTALL OPERATING","RAY WESTALL OPERATING, INC.","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"T.L. MORROW","MORROW, NORTH (GAS)","MULTIPLE",3032,"KB",3020.72,12675,NA,"GAS","ACTIVE",3,"104495543,104620033,122864363","MULTIPLE","MULTIPLE","2004-01-15","2004-04-30","H",NA,NA,NA,193.72,1604.43,"2004-04-01","2022-11-01",201,"","",746,NA,NA,24,"FLOWING","2004-04-30","InitialPotentialTest","2008-06-15","InitialPotentialTest",28653.5,2,171681,2,40,2,171.921,2,17.86,107,0.02,202715.35,1215338,159,1457,7643635.22,1.2163,1216.292,NA,NA,2,NA,4292025,111237.83,667061,61,0,69.33,415.76,0.04,156615.17,939325,61,0,939.691,97.61,585.46,0.04,18,13,57,"PERMIAN BASIN","","NM",5,"23S",28,"SWNW",NA,NA,NA,NA,11320,12116,796,"MULTIPLE","MULTIPLE",NA,NA,32.336822,-104.115242,32.3364439,-104.1156836,583264.600230712,3578114.75696337,-104.126102741799,32.3458448994836,582234.299210755,3579106.58993427,TRUE
"114",30015331700000,"Carlsbad #2",2320.59161056531,"BUTTERFINGER FEE COM","002","BUTTERFINGER FEE COM","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","WILDCAT S222710I","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW","GAS","MULTIPLE",3110,"KB",3095,12090,12090,"GAS","ACTIVE",4,"103671695,124383282,124383283,125606601","MULTIPLE","MULTIPLE","2004-02-07","2004-04-26","V",11348,11898,550,NA,550,"2004-05-01","2022-11-01",201,"","",2659,2,2,24,"FLOWING","2004-05-08","InitialPotentialTest","2010-08-06","InitialPotentialTest",11479.83,3,68591,3,191,204,68.879,3,20.87,124.71,0.35,229729.97,1357536,3474,38770,390770.29,1.3784,1378.38,8,NA,NA,NA,1177941.18,61892.83,370007,225,247,112.53,672.74,0.41,114894.33,687098,378,1131,689.366,208.9,1249.27,0.69,461,80,29,"PERMIAN BASIN","","NM",10,"22S",27,"NESE",NA,NA,NA,NA,10031,11352,1321,"MULTIPLE","MULTIPLE",NA,NA,32.405426,-104.1711426,32.4056422,-104.170921,577944.722510012,3585677.69667896,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"115",30015334030000,"Carlsbad #2",1096.24214266906,"RUTHIE FEE","001","RUTHIE FEE","CONCHO OPERATING","CONOCOPHILLIPS","COG OPERATING LLC","COP","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. ATOKA","WOLFCAMP (ABOLISHE","MULTIPLE",3097,"KB",3080,11970,11970,"GAS","ACTIVE",6,"104407548,108141092,108141093,124383093,125040705,129784272","MULTIPLE","MULTIPLE","2004-05-20","2004-07-29","V",11479,11587,108,NA,108,"2004-09-01","2022-11-01",209,"","",1042,NA,13,24,"FLOWING","2004-09-20","InitialPotentialTest","2009-05-25","InitialPotentialTest",4886,58,21611,2,1366,58,29.316,58,45.24,200.1,12.65,154140.65,811654,18865,9668,43024.33,0.9248,924.844,1330,45,NA,29555.56,NA,13808.5,82431,70,314,127.86,763.25,0.65,18031.5,106809,230,359,108.189,166.96,988.97,2.13,16498,578,NA,"PERMIAN BASIN","","NM",10,"22S",27,"SWSW",NA,NA,NA,NA,9454,11587,2133,"MULTIPLE","MULTIPLE",NA,NA,32.4027405,-104.1841125,32.4030077,-104.1839069,576727.285438498,3585370.61470556,-104.193947682858,32.3974334270584,575806.778821414,3584775.28756585,TRUE
"116",30015335010000,"Carlsbad #1",2152.57978026218,"DOUGLAS COM","002","DOUGLAS COM","SPC RESOURCES, LLC","SPC RESOURCES, LLC","SPC RESOURCES, LLC","","CARLSBAD","EDDY (NM)","DELAWARE","DELAWARE",NA,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3116,"KB",3093.43,12150,11743,"GAS","ACTIVE",1,"104501447","COM","327087","2004-08-09","2004-11-11","V",11516,11951,435,NA,435,"2004-11-01","2022-11-01",215,"","",4000,NA,20,24,"FLOWING","2004-12-01","InitialPotentialTest","2004-12-01","InitialPotentialTest",15465.5,2,91917,2,146,2,92.793,2,35.55,211.3,0.34,440039.64,2635336,817,11728,3225625.46,2.6402,2640.238,2579,NA,NA,NA,629568.49,66914.33,398936,425,0,153.83,917.09,0.98,115981,692556,555,1053,695.886,266.62,1592.08,1.28,42591,NA,NA,"PERMIAN BASIN","","NM",7,"22S",27,"SENE",NA,NA,NA,NA,11516,11951,435,"","LUCID ARTESIA COMPANY",NA,NA,32.407902,-104.221321,32.4077973,-104.2215339,573223.880063824,3585916.69292798,-104.241353611307,32.417297984048,571332.652202454,3586944.72837814,TRUE
"117",30015335130000,"oil well area #3",1025.0393951562,"PARDUE 34","003","PARDUE 34","RUBICON O&G","RUBICON OIL & GAS LLC","RUBICON OIL & GAS, LLC","","LOVING","EDDY (NM)","DELAWARE","DELAWARE",NA,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","MULTIPLE",3063,"KB",3045,6538,6538,"OIL","ACTIVE",2,"104501631,104672890","MULTIPLE","MULTIPLE","2004-09-09","2004-11-12","V",6138,6223,85,NA,85,"2004-11-01","2022-11-01",217,"","",59,24,193,24,"PUMPING","2004-11-18","InitialPotentialTest","2004-11-18","InitialPotentialTest",1635.33,22,7670,22,604,4,9.812,22,19.24,90.24,7.11,87035.83,364631,26264,56996,13883.3,0.5222,522.215,924,NA,NA,NA,6070.31,5293.83,17657,2351,9396,62.28,207.73,27.66,10604.83,37217,4402,11721,63.629,124.76,437.85,51.79,8646,497,531,"PERMIAN BASIN","","NM",34,"23S",28,"SWNE",NA,NA,NA,NA,6138,6223,85,"MULTIPLE","MULTIPLE",NA,NA,32.2630882,-104.0726547,32.2630882,-104.0726547,587343.336873196,3569974.97615705,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
